#string_protein_1	string_protein_id_2	species_2	bitscore	start_1	end_1	start_2	end_2	size_2
362663.ECP_3933	362663.ECP_3933	362663	1044.3	1	513	1	513	513
362663.ECP_3934	362663.ECP_3934	362663	356.7	1	177	1	177	177
362663.ECP_3935	362663.ECP_3935	362663	302.0	1	156	1	156	156
362663.ECP_3936	362663.ECP_3936	362663	152.1	1	79	1	79	79
362663.ECP_3937	362663.ECP_3937	362663	537.7	1	271	1	271	271
362663.ECP_3938	362663.ECP_3938	362663	242.3	1	130	1	130	130
362663.ECP_3939	362663.ECP_3939	362663	424.1	1	207	1	207	207
362663.ECP_3940	362663.ECP_3940	362663	1295.4	1	629	1	629	629
362663.ECP_3941	362663.ECP_2738	362663	51.2	1	147	61	206	599
362663.ECP_3941	362663.ECP_2771	362663	72.0	1	146	1	148	149
362663.ECP_3941	362663.ECP_3941	362663	295.8	1	147	1	147	147
362663.ECP_3942	362663.ECP_0903	362663	58.5	6	143	29	168	181
362663.ECP_3942	362663.ECP_3942	362663	313.2	1	152	1	152	152
362663.ECP_3943	362663.ECP_3943	362663	672.2	1	330	1	330	330
362663.ECP_3944	362663.ECP_3944	362663	991.5	1	483	1	483	483
362663.ECP_3945	362663.ECP_3945	362663	1011.1	1	498	1	498	498
362663.ECP_3946	362663.ECP_3946	362663	1259.6	1	622	1	622	622
362663.ECP_3947	362663.ECP_3947	362663	295.4	1	143	1	143	143
362663.ECP_3948	362663.ECP_0069	362663	77.4	24	219	19	208	232
362663.ECP_3948	362663.ECP_0135	362663	92.8	1	293	1	293	308
362663.ECP_3948	362663.ECP_0161	362663	82.0	7	239	14	246	265
362663.ECP_3948	362663.ECP_0209	362663	95.9	4	228	1	228	343
362663.ECP_3948	362663.ECP_0285	362663	64.7	18	178	184	342	351
362663.ECP_3948	362663.ECP_0305	362663	77.0	150	473	304	585	1245
362663.ECP_3948	362663.ECP_0429	362663	74.3	266	471	15	205	255
362663.ECP_3948	362663.ECP_0509	362663	63.2	266	485	350	560	590
362663.ECP_3948	362663.ECP_0510	362663	68.2	231	490	316	564	593
362663.ECP_3948	362663.ECP_0556	362663	75.9	268	473	23	217	225
362663.ECP_3948	362663.ECP_0620	362663	68.2	30	239	33	242	271
362663.ECP_3948	362663.ECP_0675	362663	85.9	4	231	1	226	241
362663.ECP_3948	362663.ECP_0771	362663	83.6	17	457	16	463	490
362663.ECP_3948	362663.ECP_0777	362663	78.6	271	475	17	209	352
362663.ECP_3948	362663.ECP_0808	362663	137.1	2	473	3	537	578
362663.ECP_3948	362663.ECP_0823	362663	91.3	4	201	1	196	240
362663.ECP_3948	362663.ECP_0834	362663	58.9	30	466	27	506	530
362663.ECP_3948	362663.ECP_0842	362663	97.1	17	473	18	531	612
362663.ECP_3948	362663.ECP_0869	362663	83.2	1	220	43	256	404
362663.ECP_3948	362663.ECP_0879	362663	107.1	5	230	3	230	242
362663.ECP_3948	362663.ECP_0894	362663	97.4	1	220	1	222	648
362663.ECP_3948	362663.ECP_0900	362663	59.7	5	228	339	559	573
362663.ECP_3948	362663.ECP_0901	362663	58.2	262	473	364	561	588
362663.ECP_3948	362663.ECP_0925	362663	77.0	5	223	342	559	582
362663.ECP_3948	362663.ECP_0945	362663	71.6	5	219	12	211	255
362663.ECP_3948	362663.ECP_0954	362663	61.6	3	454	2	496	635
362663.ECP_3948	362663.ECP_1110	362663	81.6	20	222	6	207	214
362663.ECP_3948	362663.ECP_1120	362663	86.7	268	499	33	255	378
362663.ECP_3948	362663.ECP_1191	362663	69.7	267	499	22	246	275
362663.ECP_3948	362663.ECP_1242	362663	78.6	266	489	17	234	252
362663.ECP_3948	362663.ECP_1293	362663	94.7	267	471	38	245	337
362663.ECP_3948	362663.ECP_1294	362663	82.8	267	472	39	242	334
362663.ECP_3948	362663.ECP_1348	362663	73.9	267	471	29	227	268
362663.ECP_3948	362663.ECP_1349	362663	66.2	17	258	20	284	330
362663.ECP_3948	362663.ECP_1443	362663	82.0	1	218	1	212	337
362663.ECP_3948	362663.ECP_1629	362663	55.8	271	478	20	231	248
362663.ECP_3948	362663.ECP_1702	362663	59.3	268	458	17	197	217
362663.ECP_3948	362663.ECP_1802	362663	79.3	268	480	20	205	251
362663.ECP_3948	362663.ECP_1841	362663	410.2	5	497	8	501	504
362663.ECP_3948	362663.ECP_1939	362663	60.8	265	494	358	587	600
362663.ECP_3948	362663.ECP_1940	362663	56.6	2	230	309	534	570
362663.ECP_3948	362663.ECP_2033	362663	53.5	30	220	30	213	255
362663.ECP_3948	362663.ECP_2168	362663	79.7	4	222	1	216	262
362663.ECP_3948	362663.ECP_2188	362663	441.4	2	492	11	504	506
362663.ECP_3948	362663.ECP_2221	362663	103.2	24	471	29	502	529
362663.ECP_3948	362663.ECP_2242	362663	65.9	20	206	17	191	205
362663.ECP_3948	362663.ECP_2345	362663	74.7	2	222	3	233	257
362663.ECP_3948	362663.ECP_2445	362663	95.9	5	217	3	213	365
362663.ECP_3948	362663.ECP_2548	362663	317.4	11	489	17	498	503
362663.ECP_3948	362663.ECP_2643	362663	67.8	23	220	47	244	400
362663.ECP_3948	362663.ECP_2920	362663	50.4	27	217	26	219	225
362663.ECP_3948	362663.ECP_2921	362663	70.1	4	199	1	194	225
362663.ECP_3948	362663.ECP_3120	362663	62.8	20	220	25	225	269
362663.ECP_3948	362663.ECP_3282	362663	60.5	255	468	13	218	269
362663.ECP_3948	362663.ECP_3289	362663	100.9	3	235	2	231	241
362663.ECP_3948	362663.ECP_3345	362663	410.6	2	493	3	497	499
362663.ECP_3948	362663.ECP_3366	362663	85.5	3	222	11	228	252
362663.ECP_3948	362663.ECP_3443	362663	82.0	20	470	17	502	637
362663.ECP_3948	362663.ECP_3543	362663	60.8	5	217	4	211	356
362663.ECP_3948	362663.ECP_3547	362663	95.1	267	473	20	215	237
362663.ECP_3948	362663.ECP_3548	362663	100.1	2	221	3	234	255
362663.ECP_3948	362663.ECP_3556	362663	77.0	4	219	1	215	222
362663.ECP_3948	362663.ECP_3574	362663	55.1	22	228	21	228	254
362663.ECP_3948	362663.ECP_3575	362663	68.6	20	220	28	231	268
362663.ECP_3948	362663.ECP_3578	362663	112.8	6	485	14	497	911
362663.ECP_3948	362663.ECP_3605	362663	70.5	30	239	27	236	256
362663.ECP_3948	362663.ECP_3641	362663	79.7	267	481	37	248	334
362663.ECP_3948	362663.ECP_3642	362663	63.9	267	489	22	256	327
362663.ECP_3948	362663.ECP_3670	362663	449.9	1	501	13	523	525
362663.ECP_3948	362663.ECP_3822	362663	64.3	30	204	72	238	278
362663.ECP_3948	362663.ECP_3828	362663	80.5	268	473	485	681	707
362663.ECP_3948	362663.ECP_3924	362663	78.2	249	473	4	230	257
362663.ECP_3948	362663.ECP_3948	362663	1017.7	1	501	1	501	501
362663.ECP_3948	362663.ECP_4253	362663	83.6	3	218	2	211	371
362663.ECP_3948	362663.ECP_4314	362663	80.1	267	480	18	224	234
362663.ECP_3948	362663.ECP_4315	362663	83.2	255	472	9	232	284
362663.ECP_3948	362663.ECP_4330	362663	384.4	5	492	6	507	510
362663.ECP_3948	362663.ECP_4339	362663	68.2	4	199	1	207	226
362663.ECP_3948	362663.ECP_4340	362663	82.4	258	473	6	224	252
362663.ECP_3948	362663.ECP_4348	362663	92.4	1	218	1	230	262
362663.ECP_3948	362663.ECP_4478	362663	353.2	2	490	7	497	500
362663.ECP_3948	362663.ECP_4554	362663	80.5	268	473	485	681	707
362663.ECP_3948	362663.ECP_4777	362663	73.6	15	448	17	497	555
362663.ECP_3951	362663.ECP_0082	362663	52.0	28	239	63	273	334
362663.ECP_3951	362663.ECP_0418	362663	51.2	49	244	84	278	360
362663.ECP_3951	362663.ECP_0992	362663	52.4	29	282	47	298	342
362663.ECP_3951	362663.ECP_1605	362663	62.4	3	240	40	275	341
362663.ECP_3951	362663.ECP_2189	362663	72.4	4	258	3	277	332
362663.ECP_3951	362663.ECP_2675	362663	50.8	22	240	56	277	337
362663.ECP_3951	362663.ECP_3346	362663	134.8	3	288	1	288	296
362663.ECP_3951	362663.ECP_3533	362663	53.1	19	285	57	317	331
362663.ECP_3951	362663.ECP_3669	362663	61.2	6	258	7	263	330
362663.ECP_3951	362663.ECP_3951	362663	587.0	1	296	1	296	296
362663.ECP_3951	362663.ECP_3953	362663	83.2	3	271	40	302	330
362663.ECP_3951	362663.ECP_4331	362663	141.0	1	271	1	283	313
362663.ECP_3951	362663.ECP_4477	362663	127.1	3	266	1	274	318
362663.ECP_3951	362663.ECP_4513	362663	50.4	28	249	65	285	332
362663.ECP_3952	362663.ECP_1670	362663	50.1	186	312	181	309	309
362663.ECP_3952	362663.ECP_1720	362663	92.4	22	311	31	318	322
362663.ECP_3952	362663.ECP_2004	362663	184.5	12	306	94	388	404
362663.ECP_3952	362663.ECP_2138	362663	69.7	3	306	10	314	321
362663.ECP_3952	362663.ECP_2200	362663	84.3	13	290	61	339	362
362663.ECP_3952	362663.ECP_2206	362663	86.3	6	291	1	287	313
362663.ECP_3952	362663.ECP_2208	362663	63.2	188	293	183	288	312
362663.ECP_3952	362663.ECP_2387	362663	86.7	46	307	28	304	305
362663.ECP_3952	362663.ECP_2750	362663	67.8	46	306	28	303	306
362663.ECP_3952	362663.ECP_2983	362663	174.9	12	310	3	302	306
362663.ECP_3952	362663.ECP_3343	362663	87.8	58	313	47	311	320
362663.ECP_3952	362663.ECP_3349	362663	62.0	65	313	55	318	318
362663.ECP_3952	362663.ECP_3952	362663	627.5	1	314	1	314	314
362663.ECP_3952	362663.ECP_4087	362663	97.1	12	310	4	294	298
362663.ECP_3953	362663.ECP_0082	362663	113.6	4	311	3	311	334
362663.ECP_3953	362663.ECP_0418	362663	151.4	3	306	5	306	360
362663.ECP_3953	362663.ECP_1373	362663	151.4	3	308	4	314	332
362663.ECP_3953	362663.ECP_1564	362663	112.8	3	318	8	332	342
362663.ECP_3953	362663.ECP_1605	362663	318.9	1	329	1	330	341
362663.ECP_3953	362663.ECP_2190	362663	140.2	1	303	1	302	346
362663.ECP_3953	362663.ECP_2389	362663	102.4	1	304	1	310	331
362663.ECP_3953	362663.ECP_2675	362663	130.6	1	305	2	308	337
362663.ECP_3953	362663.ECP_2754	362663	98.2	3	297	8	303	335
362663.ECP_3953	362663.ECP_2850	362663	158.7	1	324	1	334	343
362663.ECP_3953	362663.ECP_3166	362663	95.1	1	307	1	303	327
362663.ECP_3953	362663.ECP_3533	362663	121.3	3	329	7	330	331
362663.ECP_3953	362663.ECP_3951	362663	83.2	40	302	3	271	296
362663.ECP_3953	362663.ECP_3953	362663	684.1	1	330	1	330	330
362663.ECP_3953	362663.ECP_4143	362663	200.3	2	308	10	315	341
362663.ECP_3953	362663.ECP_4490	362663	74.7	3	316	6	307	315
362663.ECP_3953	362663.ECP_4513	362663	102.4	3	308	7	310	332
362663.ECP_3954	362663.ECP_1347	362663	57.0	33	188	29	188	387
362663.ECP_3954	362663.ECP_1392	362663	125.6	1	415	2	416	504
362663.ECP_3954	362663.ECP_1772	362663	125.6	22	446	27	445	457
362663.ECP_3954	362663.ECP_2117	362663	393.3	14	465	13	469	471
362663.ECP_3954	362663.ECP_2223	362663	76.3	33	170	32	169	396
362663.ECP_3954	362663.ECP_2392	362663	176.0	17	433	24	447	512
362663.ECP_3954	362663.ECP_2651	362663	177.6	17	430	20	437	512
362663.ECP_3954	362663.ECP_3879	362663	60.1	28	218	27	228	396
362663.ECP_3954	362663.ECP_3910	362663	51.2	34	180	26	172	391
362663.ECP_3954	362663.ECP_3954	362663	951.4	1	475	1	475	475
362663.ECP_3955	362663.ECP_0119	362663	57.8	11	137	8	130	254
362663.ECP_3955	362663.ECP_3058	362663	54.7	11	193	5	187	254
362663.ECP_3955	362663.ECP_3309	362663	59.3	10	227	28	247	263
362663.ECP_3955	362663.ECP_3705	362663	55.5	12	225	6	222	258
362663.ECP_3955	362663.ECP_3896	362663	109.0	22	230	13	223	229
362663.ECP_3955	362663.ECP_3955	362663	481.5	1	230	1	230	230
362663.ECP_3959	362663.ECP_0214	362663	50.8	3	85	5	87	304
362663.ECP_3959	362663.ECP_0392	362663	53.1	4	108	8	105	310
362663.ECP_3959	362663.ECP_0565	362663	60.1	1	73	2	74	308
362663.ECP_3959	362663.ECP_1427	362663	53.1	6	115	16	127	307
362663.ECP_3959	362663.ECP_1510	362663	57.4	1	95	1	95	293
362663.ECP_3959	362663.ECP_1539	362663	57.4	1	98	1	102	297
362663.ECP_3959	362663.ECP_1606	362663	50.8	6	82	7	83	310
362663.ECP_3959	362663.ECP_2328	362663	74.7	1	151	11	158	312
362663.ECP_3959	362663.ECP_2427	362663	65.1	2	234	8	253	294
362663.ECP_3959	362663.ECP_2432	362663	58.5	6	172	8	176	308
362663.ECP_3959	362663.ECP_2579	362663	50.4	1	113	1	114	293
362663.ECP_3959	362663.ECP_2791	362663	52.4	6	131	11	133	305
362663.ECP_3959	362663.ECP_2910	362663	58.5	6	149	9	149	298
362663.ECP_3959	362663.ECP_3211	362663	57.4	3	153	9	158	312
362663.ECP_3959	362663.ECP_3959	362663	576.6	1	279	1	279	279
362663.ECP_3959	362663.ECP_3966	362663	63.9	1	82	46	127	341
362663.ECP_3959	362663.ECP_4176	362663	65.1	1	239	1	254	305
362663.ECP_3959	362663.ECP_4592	362663	52.8	6	109	22	125	316
362663.ECP_3960	362663.ECP_3960	362663	234.6	1	112	1	112	112
362663.ECP_3961	362663.ECP_3961	362663	1029.2	1	506	1	506	506
362663.ECP_3962	362663.ECP_0079	362663	467.6	1	543	4	566	574
362663.ECP_3962	362663.ECP_0568	362663	260.4	1	530	4	561	593
362663.ECP_3962	362663.ECP_0886	362663	216.5	4	532	6	535	572
362663.ECP_3962	362663.ECP_2398	362663	173.3	2	525	9	543	564
362663.ECP_3962	362663.ECP_3878	362663	513.1	1	544	13	560	562
362663.ECP_3962	362663.ECP_3962	362663	1132.1	1	548	1	548	548
362663.ECP_3963	362663.ECP_1088	362663	54.3	164	268	143	247	269
362663.ECP_3963	362663.ECP_3963	362663	643.3	1	309	1	309	309
362663.ECP_3964	362663.ECP_1795	362663	187.6	37	568	68	565	603
362663.ECP_3964	362663.ECP_3964	362663	1269.6	1	616	1	616	616
362663.ECP_3965	362663.ECP_2865	362663	68.9	33	295	45	345	398
362663.ECP_3965	362663.ECP_3210	362663	216.1	33	329	28	324	329
362663.ECP_3965	362663.ECP_3965	362663	1056.6	1	515	1	515	515
362663.ECP_3966	362663.ECP_0214	362663	53.1	50	190	7	144	304
362663.ECP_3966	362663.ECP_0364	362663	58.2	47	190	5	145	297
362663.ECP_3966	362663.ECP_0392	362663	57.4	50	197	9	156	310
362663.ECP_3966	362663.ECP_0565	362663	53.1	46	140	2	96	308
362663.ECP_3966	362663.ECP_1326	362663	68.2	66	303	22	259	324
362663.ECP_3966	362663.ECP_1382	362663	60.1	47	170	5	128	299
362663.ECP_3966	362663.ECP_1427	362663	55.1	39	249	4	213	307
362663.ECP_3966	362663.ECP_1500	362663	58.5	47	190	5	145	223
362663.ECP_3966	362663.ECP_1510	362663	86.7	46	296	1	243	293
362663.ECP_3966	362663.ECP_1539	362663	87.0	46	288	3	246	297
362663.ECP_3966	362663.ECP_1958	362663	93.2	46	289	1	240	305
362663.ECP_3966	362663.ECP_1959	362663	73.2	67	289	23	245	316
362663.ECP_3966	362663.ECP_2197	362663	74.3	46	294	3	244	293
362663.ECP_3966	362663.ECP_2328	362663	60.5	46	197	11	161	312
362663.ECP_3966	362663.ECP_2427	362663	81.3	47	289	8	249	294
362663.ECP_3966	362663.ECP_2432	362663	72.8	48	341	5	292	308
362663.ECP_3966	362663.ECP_2579	362663	53.9	46	190	1	144	293
362663.ECP_3966	362663.ECP_2791	362663	61.2	48	300	8	252	305
362663.ECP_3966	362663.ECP_2852	362663	56.6	44	334	2	286	311
362663.ECP_3966	362663.ECP_3150	362663	64.3	41	216	2	173	310
362663.ECP_3966	362663.ECP_3327	362663	60.1	48	172	4	128	309
362663.ECP_3966	362663.ECP_3621	362663	63.2	51	173	31	153	306
362663.ECP_3966	362663.ECP_3959	362663	63.9	46	127	1	82	279
362663.ECP_3966	362663.ECP_3966	362663	701.0	1	341	1	341	341
362663.ECP_3966	362663.ECP_4022	362663	74.3	46	341	2	288	317
362663.ECP_3966	362663.ECP_4176	362663	95.5	46	306	1	257	305
362663.ECP_3966	362663.ECP_4592	362663	63.2	48	190	19	156	316
362663.ECP_3966	362663.ECP_4663	362663	51.2	51	338	31	310	318
362663.ECP_3967	362663.ECP_3967	362663	1015.0	1	491	1	491	491
362663.ECP_3968	362663.ECP_3968	362663	193.0	1	93	1	93	93
362663.ECP_3969	362663.ECP_0968	362663	99.8	3	304	228	560	715
362663.ECP_3969	362663.ECP_3969	362663	1400.6	1	673	1	673	673
362663.ECP_3969	362663.ECP_4007	362663	396.4	3	636	10	639	720
362663.ECP_3972	362663.ECP_0811	362663	269.2	11	419	3	408	453
362663.ECP_3972	362663.ECP_1397	362663	197.6	24	365	18	350	457
362663.ECP_3972	362663.ECP_2578	362663	238.8	6	379	1	371	444
362663.ECP_3972	362663.ECP_3250	362663	236.9	8	380	5	369	629
362663.ECP_3972	362663.ECP_3972	362663	870.5	1	421	1	421	421
362663.ECP_3972	362663.ECP_4016	362663	58.2	242	351	219	331	609
362663.ECP_3973	362663.ECP_0558	362663	61.6	59	121	38	100	296
362663.ECP_3973	362663.ECP_2584	362663	91.3	39	143	36	139	139
362663.ECP_3973	362663.ECP_3973	362663	299.3	1	144	1	144	144
362663.ECP_3974	362663.ECP_1875	362663	62.4	180	411	160	395	457
362663.ECP_3974	362663.ECP_3974	362663	907.5	1	443	1	443	443
362663.ECP_3975	362663.ECP_3975	362663	734.9	1	367	1	367	367
362663.ECP_3976	362663.ECP_0619	362663	70.9	10	346	20	362	377
362663.ECP_3976	362663.ECP_2070	362663	99.8	16	346	17	318	325
362663.ECP_3976	362663.ECP_3976	362663	718.8	1	348	1	348	348
362663.ECP_3977	362663.ECP_3977	362663	776.2	1	376	1	376	376
362663.ECP_3978	362663.ECP_2071	362663	59.7	1	283	78	337	388
362663.ECP_3978	362663.ECP_3978	362663	704.5	1	341	1	341	341
362663.ECP_3979	362663.ECP_0770	362663	82.8	3	330	2	328	338
362663.ECP_3979	362663.ECP_2076	362663	75.9	4	344	3	334	335
362663.ECP_3979	362663.ECP_2092	362663	57.4	2	335	4	316	321
362663.ECP_3979	362663.ECP_2093	362663	82.0	1	234	1	235	373
362663.ECP_3979	362663.ECP_3979	362663	743.4	1	355	1	355	355
362663.ECP_3980	362663.ECP_1283	362663	61.2	2	206	10	250	302
362663.ECP_3980	362663.ECP_2082	362663	62.0	1	199	4	240	297
362663.ECP_3980	362663.ECP_3980	362663	600.5	1	293	1	293	293
362663.ECP_3981	362663.ECP_3981	362663	452.2	1	224	1	224	224
362663.ECP_3982	362663.ECP_2296	362663	169.1	2	371	11	379	385
362663.ECP_3982	362663.ECP_3982	362663	787.3	1	376	1	376	376
362663.ECP_3983	362663.ECP_3983	362663	817.8	1	416	1	416	416
362663.ECP_3984	362663.ECP_3984	362663	748.4	1	359	1	359	359
362663.ECP_3985	362663.ECP_3985	362663	896.7	1	450	1	450	450
362663.ECP_3986	362663.ECP_3986	362663	511.5	1	246	1	246	246
362663.ECP_3987	362663.ECP_0112	362663	345.5	3	441	5	439	456
362663.ECP_3987	362663.ECP_0328	362663	69.7	23	437	18	421	436
362663.ECP_3987	362663.ECP_0461	362663	376.7	3	441	2	439	457
362663.ECP_3987	362663.ECP_0607	362663	377.1	2	440	13	450	460
362663.ECP_3987	362663.ECP_1454	362663	305.4	9	424	27	443	499
362663.ECP_3987	362663.ECP_2196	362663	288.9	4	426	9	438	489
362663.ECP_3987	362663.ECP_2626	362663	250.4	3	458	4	464	466
362663.ECP_3987	362663.ECP_3987	362663	916.0	1	461	1	461	461
362663.ECP_3987	362663.ECP_4358	362663	80.5	17	460	15	439	445
362663.ECP_3987	362663.ECP_4376	362663	54.3	70	386	64	377	444
362663.ECP_3987	362663.ECP_4462	362663	332.0	2	458	13	470	470
362663.ECP_3992	362663.ECP_1493	362663	329.3	11	402	2	376	385
362663.ECP_3992	362663.ECP_3880	362663	53.5	171	402	16	161	165
362663.ECP_3992	362663.ECP_3992	362663	863.2	1	411	1	411	411
362663.ECP_3993	362663.ECP_0018	362663	97.8	83	412	28	372	497
362663.ECP_3993	362663.ECP_1494	362663	132.9	54	437	18	419	560
362663.ECP_3993	362663.ECP_3883	362663	54.7	84	417	2	339	497
362663.ECP_3993	362663.ECP_3993	362663	1143.3	1	551	1	551	551
362663.ECP_3994	362663.ECP_3994	362663	806.2	1	398	1	398	398
362663.ECP_3995	362663.ECP_3995	362663	801.6	1	399	1	399	399
362663.ECP_3996	362663.ECP_3996	362663	499.2	1	246	1	246	246
362663.ECP_3997	362663.ECP_3997	362663	641.3	1	320	1	320	320
362663.ECP_3998	362663.ECP_3998	362663	225.3	1	109	1	109	109
362663.ECP_3999	362663.ECP_3999	362663	1728.8	1	831	1	831	831
362663.ECP_4000	362663.ECP_4000	362663	222.2	1	106	1	106	106
362663.ECP_4001	362663.ECP_4001	362663	164.9	1	77	1	77	77
362663.ECP_4002	362663.ECP_4002	362663	136.3	1	67	1	67	67
362663.ECP_4003	362663.ECP_4003	362663	566.2	1	274	1	274	274
362663.ECP_4004	362663.ECP_4004	362663	475.7	1	235	1	235	235
362663.ECP_4005	362663.ECP_0382	362663	67.0	112	276	4	171	187
362663.ECP_4005	362663.ECP_2887	362663	183.7	8	294	8	298	298
362663.ECP_4005	362663.ECP_4005	362663	610.5	1	298	1	298	298
362663.ECP_4005	362663.ECP_4646	362663	68.9	117	295	16	196	200
362663.ECP_4005	362663.ECP_4647	362663	75.5	132	288	25	184	198
362663.ECP_4006	362663.ECP_4006	362663	492.3	1	238	1	238	238
362663.ECP_4007	362663.ECP_0968	362663	95.9	10	308	228	558	715
362663.ECP_4007	362663.ECP_2832	362663	54.3	211	624	375	827	1180
362663.ECP_4007	362663.ECP_3969	362663	396.4	10	639	3	636	673
362663.ECP_4007	362663.ECP_4007	362663	1494.6	1	720	1	720	720
362663.ECP_4008	362663.ECP_4008	362663	619.8	1	300	1	300	300
362663.ECP_4009	362663.ECP_4009	362663	529.3	1	254	1	254	254
362663.ECP_4010	362663.ECP_4010	362663	642.9	1	316	1	316	316
362663.ECP_4011	362663.ECP_4011	362663	340.9	1	165	1	165	165
362663.ECP_4012	362663.ECP_4012	362663	581.3	1	282	1	282	282
362663.ECP_4013	362663.ECP_4013	362663	597.0	1	296	1	296	296
362663.ECP_4014	362663.ECP_4014	362663	319.3	1	155	1	155	155
362663.ECP_4015	362663.ECP_4015	362663	597.8	1	289	1	289	289
362663.ECP_4016	362663.ECP_0811	362663	68.6	22	365	20	362	453
362663.ECP_4016	362663.ECP_1397	362663	58.9	1	342	1	347	457
362663.ECP_4016	362663.ECP_2578	362663	68.9	7	370	9	385	444
362663.ECP_4016	362663.ECP_3250	362663	86.3	1	349	1	358	629
362663.ECP_4016	362663.ECP_3530	362663	192.2	12	329	5	339	698
362663.ECP_4016	362663.ECP_3972	362663	58.2	219	331	242	351	421
362663.ECP_4016	362663.ECP_4016	362663	1265.8	1	609	1	609	609
362663.ECP_4017	362663.ECP_0404	362663	90.1	4	203	20	217	224
362663.ECP_4017	362663.ECP_1745	362663	64.3	13	202	18	207	212
362663.ECP_4017	362663.ECP_4017	362663	412.9	1	206	1	206	206
362663.ECP_4018	362663.ECP_1745	362663	73.2	3	202	8	209	212
362663.ECP_4018	362663.ECP_2580	362663	54.3	8	159	8	152	195
362663.ECP_4018	362663.ECP_4018	362663	407.9	1	206	1	206	206
362663.ECP_4019	362663.ECP_4019	362663	702.6	1	340	1	340	340
362663.ECP_4020	362663.ECP_0507	362663	178.3	1	260	1	258	272
362663.ECP_4020	362663.ECP_0778	362663	87.0	3	260	4	267	272
362663.ECP_4020	362663.ECP_0835	362663	57.8	3	241	4	242	271
362663.ECP_4020	362663.ECP_0858	362663	54.3	3	234	4	235	271
362663.ECP_4020	362663.ECP_3898	362663	83.6	3	266	4	270	270
362663.ECP_4020	362663.ECP_4020	362663	555.4	1	266	1	266	266
362663.ECP_4021	362663.ECP_4021	362663	602.8	1	299	1	299	299
362663.ECP_4022	362663.ECP_0214	362663	62.4	5	171	6	172	304
362663.ECP_4022	362663.ECP_0392	362663	57.8	17	256	20	263	310
362663.ECP_4022	362663.ECP_1326	362663	74.7	18	215	18	220	324
362663.ECP_4022	362663.ECP_1382	362663	58.5	3	182	5	163	299
362663.ECP_4022	362663.ECP_1427	362663	72.8	2	213	11	211	307
362663.ECP_4022	362663.ECP_1510	362663	81.3	2	283	1	280	293
362663.ECP_4022	362663.ECP_1539	362663	70.9	2	247	3	251	297
362663.ECP_4022	362663.ECP_1606	362663	50.4	7	174	7	179	310
362663.ECP_4022	362663.ECP_1958	362663	53.9	5	245	4	246	305
362663.ECP_4022	362663.ECP_1959	362663	60.8	11	200	11	208	316
362663.ECP_4022	362663.ECP_2058	362663	77.4	7	261	8	270	309
362663.ECP_4022	362663.ECP_2197	362663	52.4	2	186	3	185	293
362663.ECP_4022	362663.ECP_2427	362663	58.9	3	237	8	247	294
362663.ECP_4022	362663.ECP_2791	362663	62.4	18	190	22	192	305
362663.ECP_4022	362663.ECP_2852	362663	69.3	2	254	4	260	311
362663.ECP_4022	362663.ECP_3150	362663	50.1	5	149	9	154	310
362663.ECP_4022	362663.ECP_3200	362663	54.7	2	249	7	256	298
362663.ECP_4022	362663.ECP_3211	362663	61.6	3	187	8	195	312
362663.ECP_4022	362663.ECP_3327	362663	65.1	1	250	1	253	309
362663.ECP_4022	362663.ECP_3966	362663	74.3	2	288	46	341	341
362663.ECP_4022	362663.ECP_4022	362663	652.1	1	317	1	317	317
362663.ECP_4022	362663.ECP_4031	362663	50.1	7	176	8	182	301
362663.ECP_4022	362663.ECP_4176	362663	71.2	2	251	1	255	305
362663.ECP_4022	362663.ECP_4592	362663	60.1	3	171	18	184	316
362663.ECP_4023	362663.ECP_4023	362663	1547.3	1	753	1	753	753
362663.ECP_4024	362663.ECP_4024	362663	165.2	1	81	1	81	81
362663.ECP_4024	362663.ECP_4025	362663	93.6	2	79	3	80	85
362663.ECP_4025	362663.ECP_4024	362663	93.6	3	80	2	79	81
362663.ECP_4025	362663.ECP_4025	362663	174.1	1	85	1	85	85
362663.ECP_4026	362663.ECP_0113	362663	230.3	1	169	1	169	593
