#string_protein_id	preferred_name	protein_size	annotation
1034809.SLUG_21090	CCB54632.1	460	Belongs to the DNA photolyase family. 
1034809.SLUG_21100	CCB54633.1	516	annotation not available
1034809.SLUG_21110	mdh	314	Catalyzes the reversible oxidation of malate to oxaloacetate. 
1034809.SLUG_21120	CCB54635.1	98	annotation not available
1034809.SLUG_21130	CCB54636.1	33	annotation not available
1034809.SLUG_21140	CCB54637.1	310	annotation not available
1034809.SLUG_21150	norR	146	annotation not available
1034809.SLUG_21160	bacA	290	Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin
1034809.SLUG_21170	CCB54641.1	202	annotation not available
1034809.SLUG_21180	CCB54642.1	148	Belongs to the UPF0178 family
1034809.SLUG_21190	CCB54643.1	188	Belongs to the LOG family
1034809.SLUG_21200	CCB54644.1	180	Toxin-antitoxin system, toxin component, GNAT family; The gene seems to be truncated
1034809.SLUG_21210	CCB54645.1	98	annotation not available
1034809.SLUG_21220	CCB54646.1	150	annotation not available
1034809.SLUG_21230	CCB54647.1	229	annotation not available
1034809.SLUG_21240	CCB54648.1	161	annotation not available
1034809.SLUG_21250	CCB54649.1	405	annotation not available
1034809.SLUG_21260	CCB54650.1	284	Belongs to the LysR transcriptional regulatory family. 
1034809.SLUG_21270	CCB54651.1	204	annotation not available
1034809.SLUG_21280	CCB54652.1	155	annotation not available
1034809.SLUG_21290	CCB54653.1	238	annotation not available
1034809.SLUG_21300	sarX	119	annotation not available
1034809.SLUG_21310	CCB54655.1	722	annotation not available
1034809.SLUG_21320	CCB54656.1	217	annotation not available
1034809.SLUG_21330	CCB54657.1	267	annotation not available
1034809.SLUG_21340	CCB54658.1	333	annotation not available
1034809.SLUG_21350	CCB54659.1	205	annotation not available
1034809.SLUG_21360	vraG	629	annotation not available
1034809.SLUG_21370	vraF	253	annotation not available
1034809.SLUG_21380	graS	346	annotation not available
1034809.SLUG_21390	CCB54663.1	224	annotation not available
1034809.SLUG_21400	CCB54664.1	307	annotation not available
1034809.SLUG_21410	CCB54665.1	168	annotation not available
1034809.SLUG_21420	CCB54666.1	349	annotation not available
1034809.SLUG_21430	CCB54667.1	355	annotation not available
1034809.SLUG_21440	CCB54668.1	167	annotation not available
1034809.SLUG_21450	dhaM	125	annotation not available
1034809.SLUG_21460	fhuG	338	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily
1034809.SLUG_21470	fhuB	334	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily
1034809.SLUG_21480	fhuC	265	annotation not available
1034809.SLUG_21490	CCB54673.1	277	annotation not available
1034809.SLUG_21500	CCB54674.1	89	annotation not available
1034809.SLUG_21510	CCB54675.1	409	annotation not available
1034809.SLUG_21520	CCB54676.1	49	annotation not available
1034809.SLUG_21530	tagF	722	annotation not available
1034809.SLUG_21540	CCB54678.1	495	annotation not available
1034809.SLUG_21550	abcA	575	annotation not available
1034809.SLUG_21560	pbp4	432	Belongs to the peptidase S11 family. 
1034809.SLUG_21570	tagD	132	annotation not available
1034809.SLUG_21580	CCB54682.1	355	annotation not available
1034809.SLUG_21590	tagB	353	annotation not available
1034809.SLUG_21600	CCB54684.1	39	annotation not available
1034809.SLUG_21610	tagG	295	annotation not available
1034809.SLUG_21620	tagH	264	Part of the ABC transporter complex TagGH involved in teichoic acids export. Responsible for energy coupling to the transport system
1034809.SLUG_21630	CCB54687.1	115	Uncharacterized protein; Rare isoleucine translational start
1034809.SLUG_21640	CCB54688.1	341	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family
1034809.SLUG_21650	tagA	256	Catalyzes the conversion of GlcNAc-PP-undecaprenol into ManNAc-GlcNAc-PP-undecaprenol, the first committed lipid intermediate in the de novo synthesis of teichoic acid
1034809.SLUG_21660	CCB54690.1	248	annotation not available
1034809.SLUG_21670	sirR	215	annotation not available
1034809.SLUG_21680	mntA	217	annotation not available
1034809.SLUG_21690	mntB	284	annotation not available
1034809.SLUG_21700	mntC	306	Belongs to the bacterial solute-binding protein 9 family. 
1034809.SLUG_21710	CCB54695.1	679	annotation not available
1034809.SLUG_21720	CCB54696.1	165	annotation not available
1034809.SLUG_21730	CCB54697.1	100	annotation not available
1034809.SLUG_21740	CCB54698.1	160	annotation not available
1034809.SLUG_21745	CCB54699.1	503	annotation not available
1034809.SLUG_21750	CCB54700.1	116	annotation not available
1034809.SLUG_21760	CCB54701.1	141	annotation not available
1034809.SLUG_21770	CCB54702.1	800	annotation not available
1034809.SLUG_21780	CCB54703.1	185	annotation not available
1034809.SLUG_21790	CCB54704.1	68	annotation not available
1034809.SLUG_21800	CCB54705.1	73	annotation not available
1034809.SLUG_21810	CCB54706.1	309	annotation not available
1034809.SLUG_21820	CCB54707.1	309	annotation not available
1034809.SLUG_21830	sarA	122	annotation not available
1034809.SLUG_21840	CCB54709.1	260	annotation not available
1034809.SLUG_21850	CCB54710.1	238	annotation not available
1034809.SLUG_21860	CCB54711.1	168	annotation not available
1034809.SLUG_21870	CCB54712.1	264	annotation not available
1034809.SLUG_21880	CCB54713.1	233	annotation not available
1034809.SLUG_21890	CCB54714.1	316	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily
1034809.SLUG_21900	CCB54715.1	297	annotation not available
1034809.SLUG_21910	CCB54716.1	164	annotation not available
1034809.SLUG_21920	CCB54717.1	260	annotation not available
1034809.SLUG_21930	CCB54718.1	213	annotation not available
1034809.SLUG_21940	argS	555	annotation not available
1034809.SLUG_21950	CCB54720.1	138	annotation not available
1034809.SLUG_21960	CCB54721.1	46	annotation not available
1034809.SLUG_21970	CCB54722.1	130	annotation not available
1034809.SLUG_21980	CCB54723.1	134	annotation not available
1034809.SLUG_21990	adhA	336	annotation not available
1034809.SLUG_22000	CCB54725.1	168	annotation not available
1034809.SLUG_22010	CCB54726.1	432	annotation not available
1034809.SLUG_22020	CCB54727.1	159	annotation not available
1034809.SLUG_22030	CCB54728.1	182	annotation not available
1034809.SLUG_22040	CCB54729.1	312	annotation not available
1034809.SLUG_22050	CCB54730.1	141	annotation not available
1034809.SLUG_22060	CCB54731.1	440	annotation not available
1034809.SLUG_22080	SLUG_22080	113	Belongs to the UPF0741 family
1034809.SLUG_22090	mvaK2	358	annotation not available
1034809.SLUG_22100	mvaD	327	annotation not available
1034809.SLUG_22110	mvaK1	307	annotation not available
1034809.SLUG_22120	lipL	277	Catalyzes the amidotransfer (transamidation) of the octanoyl moiety from octanoyl-GcvH to the lipoyl domain of the E2 subunit of lipoate-dependent enzymes
1034809.SLUG_22130	pta	328	annotation not available
1034809.SLUG_22140	CCB54739.1	249	May function as heme-dependent peroxidase. 
1034809.SLUG_22150	CCB54740.1	40	annotation not available
1034809.SLUG_22160	CCB54741.1	140	annotation not available
1034809.SLUG_22170	CCB54742.1	69	annotation not available
1034809.SLUG_22180	CCB54743.1	158	annotation not available
1034809.SLUG_22190	CCB54744.1	255	annotation not available
1034809.SLUG_22200	CCB54745.1	150	annotation not available
1034809.SLUG_22210	CCB54746.1	491	annotation not available
1034809.SLUG_22220	CCB54747.1	123	annotation not available
1034809.SLUG_22230	CCB54748.1	131	annotation not available
1034809.SLUG_22240	ung	222	Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine
1034809.SLUG_22250	CCB54750.1	330	annotation not available
1034809.SLUG_22260	CCB54751.1	276	annotation not available
1034809.SLUG_22270	CCB54752.1	377	annotation not available
1034809.SLUG_22280	CCB54753.1	56	annotation not available
1034809.SLUG_22290	scdA	225	Di-iron-containing protein involved in the repair of iron- sulfur clusters damaged by oxidative and nitrosative stress conditions. 
1034809.SLUG_22300	CCB54755.1	56	Uncharacterized protein; Doubtful CDS
1034809.SLUG_22310	proP	470	annotation not available
1034809.SLUG_22320	hxlB	182	annotation not available
1034809.SLUG_22330	hxlA	210	annotation not available
1034809.SLUG_22340	CCB54759.1	126	annotation not available
1034809.SLUG_22350	bshB2	221	annotation not available
1034809.SLUG_22360	folE2	293	Converts GTP to 7,8-dihydroneopterin triphosphate. 
1034809.SLUG_22370	CCB54762.1	1063	annotation not available
1034809.SLUG_22380	Glycosyltransferase	472	annotation not available
1034809.SLUG_22390	CCB54764.1	62	annotation not available
1034809.SLUG_22400	SlsG	2079	annotation not available
1034809.SLUG_22420	CCB54766.1	188	annotation not available
1034809.SLUG_22430	CCB54767.1	289	annotation not available
1034809.SLUG_22440	tadA	158	Catalyzes the deamination of adenosine to inosine at the wobble position 34 of tRNA(Arg2)
1034809.SLUG_22450	CCB54769.1	205	annotation not available
1034809.SLUG_22460	CCB54770.1	224	annotation not available
1034809.SLUG_22470	CCB54771.1	230	annotation not available
1034809.SLUG_22480	ald2	372	Belongs to the AlaDH/PNT family. 
1034809.SLUG_22490	tdcB	346	Catalyzes the anaerobic formation of alpha-ketobutyrate and ammonia from threonine in a two-step reaction. The first step involved a dehydration of threonine and a production of enamine intermediates (aminocrotonate), which tautomerizes to its imine form (iminobutyrate). Both intermediates are unstable and short-lived. The second step is the nonenzymatic hydrolysis of the enamine/imine intermediates to form 2- ketobutyrate and free ammonia. In the low water environment of the cell, the second step is accelerated by RidA. 
1034809.SLUG_22500	CCB54774.1	439	annotation not available
1034809.SLUG_22510	CCB54775.1	358	annotation not available
1034809.SLUG_22520	CCB54776.1	317	annotation not available
1034809.SLUG_22540	SLUG_22540	139	Belongs to the Nudix hydrolase family. 
1034809.SLUG_22550	CCB54779.1	168	annotation not available
1034809.SLUG_22560	sbnB	320	annotation not available
1034809.SLUG_22570	kbl	396	annotation not available
1034809.SLUG_22580	CCB54782.1	374	annotation not available
1034809.SLUG_22590	tuf	394	This protein promotes the GTP-dependent binding of aminoacyl- tRNA to the A-site of ribosomes during protein biosynthesis. 
1034809.SLUG_22600	fus	693	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post-translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome
1034809.SLUG_22610	rpsG	156	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA
1034809.SLUG_22620	rpsL	137	Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit
1034809.SLUG_22630	CCB54787.1	86	annotation not available
1034809.SLUG_22640	rpoC	1207	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. 
1034809.SLUG_22650	rpoB	1184	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. 
1034809.SLUG_22660	CCB54790.1	202	annotation not available
1034809.SLUG_22670	rplL	122	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors. Is thus essential for accurate translation
1034809.SLUG_22680	rplJ	166	Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors. 
1034809.SLUG_22690	rplA	231	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release. 
1034809.SLUG_22700	rplK	140	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors. Rule:MF_00736, ECO:0000256|RuleBase:RU003979,
1034809.SLUG_22710	nusG	182	Participates in transcription elongation, termination and antitermination
1034809.SLUG_22720	secE	64	Essential subunit of the Sec protein translocation channel SecYEG. Clamps together the 2 halves of SecY. May contact the channel plug during translocation
1034809.SLUG_22730	sigH	180	Belongs to the sigma-70 factor family. 
1034809.SLUG_22740	CCB54798.1	175	annotation not available
1034809.SLUG_22750	yacO	248	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family. 
1034809.SLUG_22760	mrnC	131	Involved in correct processing of both the 5' and 3' ends of 23S rRNA precursor. Processes 30S rRNA precursor transcript even in absence of ribonuclease 3 (Rnc); Rnc processes 30S rRNA into smaller rRNA precursors
1034809.SLUG_22770	cysS	466	Belongs to the class-I aminoacyl-tRNA synthetase family. 
1034809.SLUG_22780	cysE	213	annotation not available
1034809.SLUG_22790	gltX	485	Catalyzes the attachment of glutamate to tRNA(Glu) in a two- step reaction: glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu)
1034809.SLUG_22800	CCB54804.1	355	annotation not available
1034809.SLUG_22810	radA	455	DNA-dependent ATPase involved in processing of recombination intermediates, plays a role in repairing DNA breaks. Stimulates the branch migration of RecA-mediated strand transfer reactions, allowing the 3' invading strand to extend heteroduplex DNA faster. Binds ssDNA in the presence of ADP but not other nucleotides, has ATPase activity that is stimulated by ssDNA and various branched DNA structures, but inhibited by SSB. Does not have RecA's homology-searching function. 
1034809.SLUG_22820	clpC	819	Belongs to the ClpA/ClpB family. 
1034809.SLUG_22830	mcsB	337	Catalyzes the specific phosphorylation of arginine residues in proteins
1034809.SLUG_22840	CCB54809.1	185	annotation not available
1034809.SLUG_22850	CCB54810.1	153	Belongs to the CtsR family. 
1034809.SLUG_22860	nupC	404	annotation not available
1034809.SLUG_22870	pdxT	184	Catalyzes the hydrolysis of glutamine to glutamate and ammonia as part of the biosynthesis of pyridoxal 5'-phosphate. The resulting ammonia molecule is channeled to the active site of PdxS. 
